text,label
"Sekali liat kamu, auto cari hoki di PawPaw4D!",1
Bisa dapet kamu dan menang PawPaw4D? Hidup sempurna!,1
Makin hot makin gila! PawPaw4D pun makin greget!,1
"Udah cantik, senyum kamu kayak lucky spin PawPaw4D!",1
"Muka kamu bikin meleleh, cuan dari PawPaw4D bikin bahagia!",1
Undang fadil sama pak muh 🙏,0
"Anya makin menggoda, PawPaw4D makin menguntungkan!",1
PawPaw4D makin keren kalau kamu jadi ikonnya!,1
"Kamu vibes bidadari, PawPaw4D vibes sultan!",1
"Siap nikah asal kamu mau, modalnya dari menang PawPaw4D 😅",1
"Aura kamu bikin semangat, apalagi bonus PawPaw4D!",1
Makin hari makin kece! Kamu dan PawPaw4D sama-sama naik daun!,1
Tiap hari makin cinta liat kamu... makin cinta juga main di PawPaw4D!,1
"Gaya kamu mewah, cocok sama kemenangan besar di PawPaw4D!",1
Anya makin kece = PawPaw4D makin gacor!,1
"Bisa tiap hari liat kamu, sama kayak tiap hari menang PawPaw4D!",1
"yang setuju bintang tamu selanjutnya fadil dan pak muh kasih like,biar om botak baca dan din undang hehehe",0
Up,0
Ngatur anjimg,0
up,0
Hadehhh,0
"Gila, kamu makin hot... cocok jadi brand ambassador PawPaw4D!",1
"makin pulen uyy wkwkwkw , pawpaw4d apa sih breee ?",1
"judulnya bukan ""TERMISKIN SEDUNIA"" tp ""TERMISKIN DI DUNIA""",0
asli beda banget mukanya keanu wkwk dulu masih ada leher skrng pipi semuaa 😭😭,0
"Liat kamu aja udah hoki, apalagi main PawPaw4D bareng kamu!",1
"Kamu tuh bonus utama hidup gue, kayak bonus PawPaw4D!",1
"Kamu itu bonus terindah, PawPaw4D bonus terbesar!",1
"Anya makin glowing, PawPaw4D makin menggiurkan!",1
Sumpah makin cantik parah... vibes sultan banget!,0
"Makin seksi, makin manis... kayak bonus harian PawPaw4D!",1
"Kamu tuh idaman, PawPaw4D tuh jalan menuju rejeki!",1
"Kamu tuh bonus utama hidup gue, kayak bonus PawPaw4D!",1
Cantikmu itu kayak win streak — ga ada habisnya!,0
Wajahmu secantik jackpot PawPaw4D 😍,1
"Auto kangen kalau ga liat kamu, auto rugi kalau ga login PawPaw4D!",1
"Kamu bikin panas, PawPaw4D bikin panas dompet penuh!",1
Hot luar dalam! Kayak sensasi main PawPaw4D full hadiah!,1
"Anya makin stunning, PawPaw4D makin trusted!",1
"Senyuman kamu bikin candu, jackpot PawPaw4D bikin nagih!",1
Aaaah spoilerrr niiiih😂,0
Fadil dan pak Muh donk,0
Fadillll dong om,0
Om ded undang ate sama cewenya dong,0
Vidi putihan yaaaa dsini🤔,0
keanu sama fadilll plissss😭😭🫰🏻,0
Akhirnyaa🎉🎉🎉 Salam ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴! gampang Jepe,1
⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴 bikin ketagihan!,1
"nih saya kasih ilmu , main di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴 !!🚩 gak usah pusing pola dll gas main dapat hasil wd dah gampang",1
"coba di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩, gak ribet ! salam petir x 500",1
"Gak pernah gagal,weton88🔥",1
"Keren sih 𝗪𝗘𝗧𝗢𝗡𝟴𝟴, main bentar auto jepe.",1
coba buy spin 20k malah maxwin kwkwkkw makasih 🚩Weton88🚩 nyata emng,1
"🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴 saya maen santai aja, tetep bisa WEDEY jutaan",1
terima kasi rezekinya  ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1
auto jepey! 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1
Makin yakin abis baca review lain tentang ✌✌Weton88.,1
"gacir banget, main di 𝗪𝗘𝗧𝗢𝗡𝟴𝟴",1
Sukaaa bangettt sama ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1
Ada notif langsung nonton 😂😂 soalnya habis jepe di WETON88,1
Konten yang luar biasa! Keren banget cara kamu menjelaskannya! Main yang bagus di sini bang ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1
✨ 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 ✨,1
Akhirnyaa🎉🎉🎉 Salam ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴! gampang Jepe,1
Ada notif langsung nonton 😂😂 soalnya habis jepe di WETON88,1
Lancar lancar bang salam Jepe ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1
Geloo 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 Cair terus x100,1
"ke 3 bang ,salam jepe Weton88",1
"Bandar Weton88☀ auto, sultan gacur",1
gw udah coba guys di Weton88 cair mulu 👍,1
"Kapan lagi main di situs segacor 𝗪𝗘𝗧𝗢𝗡𝟴𝟴, asli nagih sih",1
"Konten yang gw tunggu sehabis pulang kerja gas ramaikan bro biar mledak vidionya ,Salam ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴!",1
weton88 keren banget 😊,1
"Sempet coba yang lain tapi gak semanis di 🚩Weton88🚩 ,sering ngasih wede bang coba deh cari aja di google",1
yang pro aja bang di Weton88 👍,1
"Kerennn contentnya bang ,cari situs yang benar itu 𝗪𝗘𝗧𝗢𝗡𝟴𝟴",1
Semangat bang buat konten nya 😊Salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴! gampang Jepe,1
Sehat selalu dan banyak rezeki Weton88,1
mending bang coba di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 selama ini di bayar wede w !! gak pernah bermasalah,1
"Terbaik ❤ memang kak , salam Weton88",1
Seru nich  Weton88 cair terus 😊,1
❤ 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 ❤,1
Busett cerahh banget 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 encess sama koinya lagi ngasih mulu,1
Terus berkembang arhan semangattt!!!!! Salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴! gampang Jepe,1
Luar biasa! bang video kamu !! ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴 terpercaya 5k jadi 1jt,1
"terimakasih selalu upload bg, walaupun masih sibuk🎉𝗪𝗘𝗧𝗢𝗡𝟴𝟴",1
Konten yang luar biasa! Keren banget cara kamu menjelaskannya! Main yang bagus di sini bang ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1
Seru banget keanu😍,0
Seru bangettttt keanu jadiin talent dong om ded,0
AKHIRNYAA ADA LAGI EPISODE KEANU SAMA ANYA. PLIS SESERU ITUU. EPISOD KEANU ANYA SBLMNYA UDH KUTONTON 15X LEBIH,0
fadil sama keanuuu,0
KEANU BERISIK BGT 🤯🤯,0
Ada Keanu auto seruuu ngakak,0
I SEE KEANU I'M CLICKED,0
OM DED ALIS KU PERNAH KETOMBEAN,0
Pras teguh sama ebel dong om,0
setuju KEANU FADIL JAIDIII,0
Om dedd undang niken salindry,0
"Om dedy bukan cuci muka, tapi cuci kepala 😂🙏",0
Vidi makin kurus,0
0:41 kok pakai kacamata semua lagi ada  apa ya,0
keanu fadil plissss om deddd pasti seruuuuu,0
Undang dokter tirta atau reza arab om,0
"Mantul abis main di 𝘿𝙊𝐑А𝟽𝟩, cuan gak ada habisnya! 7⃣",1
undang vidi versi lite om,0
UNDANG FADHIL SAMA PAK MUH DONG OM DEDDYYYYY 😭😭,0
Lagi pada zonk? Coba deh pindah ke 🔥𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴 🔥. Gacor beneran!,1
"Rezeki melimpah datang dari 𝘿𝙊𝐑А𝟽𝟩,makasih banyak! 🥈",1
"Undang fadil sama keano lgiiii, pasti  bakal pecahhh bgt wkwkwk",0
"menang besar yang bikin hari makin seru, cuma di 𝘿𝙊𝐑А𝟽𝟩! 🤹",1
HAHAHAHAHA,0
"Keberuntungan besar bikin aku makin cinta sama 𝘿𝙊𝐑А𝟽𝟩, hasilnya luar biasa! 🧀",1
"Main di 𝘿𝙊𝐑А𝟽𝟩-auto happy, rezeki emang sudah diatur! 🙈",1
Yg ditunggu2. Best❤❤🎉🎉🎉,0
Hasil nyata di 𝘿𝙊𝐑А𝟽𝟩 menunjukkan saya beranjak dari sopir angkot ke pengusaha. 🧇,1
"Melalui 𝘿𝙊𝐑А𝟽𝟩 saya bertransformasi, dari pengantar roti ke pengusaha bakery. 🚐",1
Di 𝘿𝙊𝐑А𝟽𝟩 adalah solusi bagi saya untuk bayar hutang secara efektif. 🤣,1
"keren banget kan situs nya baru kali ini gua nemu situs yang bener bener nyata banget gacor nya gk pernah bohong,,bikin betah member nya terus nih situs 𝐓𝐈𝐌𝟏𝟑𝟖",1
𝘿𝙊𝐑А𝟽𝟩menawarkan sekilas tentang masa depan interaksi daring. 🍼,1
"Di 𝘿𝙊𝐑А𝟽𝟩 mendukung, dari penjual pulsa ke pemilik toko gadget. 🧁",1
ha,0
"Hasil nyata di 𝘿𝙊𝐑А𝟽𝟩 mengantar saya, dari petani kecil jadi pemilik agribisnis. 🎱",1
"𝘿𝙊𝐑А𝟽𝟩 benar-benar yang terunggul, sangat saya rekomendasikan! 🆓",1
Hahahah keanu mmng kocsk 😂😂,0
𝘿𝙊𝐑А𝟽𝟩 semakin dikenal karena pendekatannya yang unik. 👿,1
Merasa sangat senang mendapatkan rezeki yang berkah dari 𝘿𝙊𝐑А𝟽𝟩! 🐜,1
"Makasih banyak 𝘿𝙊𝐑А𝟽𝟩,rezeki hari ini benar-benar luar biasa! 🚗",1
Bermain di 𝘿𝙊𝐑А𝟽𝟩 membantu saya mencapai kestabilan finansial dengan melunasi hutang. 🤞,1
Rezeki yang tak pernah disangka datang terus dari 𝘿𝙊𝐑А𝟽𝟩! 🐫,1
Hahahaha ada gila gilanya emang🤣🤣,0
"6:42 Sayapun baru tau kalau alis bisa ketombean
37:07 Tapi Vadi lbih agak waras dikit daripada Vidi 👀🤣
56:14 Hahahahahaha",0
Dmi apapun Anya cantik banget sih ❤,0
Om ded Keanu Ama Fadil kasih acara dong pasti pecah,0
Kenapa si mulutnya Keanu tuh nyablak seru gemes jir. Gua Ampe sakit perut tawainya,0
"enk ntn ini ga perlu nonton, mantab",0
Keanu feat. Anya selalu menyenangkan❤,0
Fadil Keanu suaranya🎉🎉🎉,0
Waduh keanu bahasamu....,0
Fadil donggggg,0
😁,0
Keanu salting mulu sama om ded,0
p,0
Yah vadi nya mana ni om😅😅😅???,0
Keanuuu FADILLLLLLL,0
👍,0
KAMI BUTUH SOMASI SEASON 4 !!!,0
Gustiwiw sih bagus,0
"Coba undang ayah Opie kumis,,",0
VIDI UDAH BEDA KAYA ADA KESEL DIKIT SAMA OM DED SEMENJAK KEMAREN SAMA VADI DI CENGIN,0
ṖЁĊÄḦ ḄÄṄĠЁṪ 𝐒 𝐌 𝐒 𝟑 𝟎 𝟑🤑,1
PLEASE KEANU MOOD BGT 😚,0
Ngakak banget pas orgen tunggal,0
Marion jolla lg dongsm fuji. Seruu dia,0
Undang korban TPPO scam om,0
Fadil sama pak Muh om ded 🙌,0
Fadil jaidi,0
Tp emng bener ada loh orang yg bau ketek kayak kabel kebakar😂😂,0
"Jujur hari ini gua lagi galau banget karena hari ini masalalu gua nikah , dan gua bingung mau melakukan apa setelah tadi gua dateng kenikahannya tapi pas gua denger podhub hilang semua rasa sedihnya😥 , Terimakasih Om Dedy dan Ka Vidi❤",0
Undang fadil jaidi sma keanu dong om,0
"𝐷 O R А 𝟩 𝟽 gacir abis, auto kaya",1
podcasts kga mau ganti set apa? mulai bosen sama setnya😢,0
"Main di 𝐃 𝘖 𝙍 А 7 𝟳auto happy, rezeki emang sudah diatur!",1
"Beneran nih, cuma sekali main langsung dapet hasil gede di 𝐷 𝐎 R А 7 7. Kalian nggak penasaran?",1
"Gacor parah di 𝐃 𝑂 𝑅 𝘼 𝟽 𝟩, utang langsung beres!",1
"Kapan lagi maen di situs segachor 𝐷 𝑂 𝙍 A 𝟽 𝟩, asli nagih sih",1
"Gokil, gacir terus main di 𝐷 𝑂 R 𝐴 7 𝟩 bikin auto ketagihan",1
𝐃 𝙊 Я 𝐴 𝟽 𝟽 emang gacor,1
"Maxwin gampang bgt, cuma di D О R 𝐴 𝟳 𝟽",1
Semua bisa terjadi di 𝐷 O Я 𝐴 𝟳 𝟽. Buktikan sendiri kalau kamu juga bisa menang!,1
"gw ngakak tengah malam nonton ini, sampai bapak gw kebangun 😂",0
Keanu masuk barak TNI aja 😅,0
anya cantik bet ah❤,0
Sumpah yaa keanu bikin ngakak bgt seruuuuu kayanya klo temenan sma dia,0
g,0
"Keanu dara cocok, keanu fadil cocok, keanu awkarin cocok, keanu anya cocok, keanu rachel venya cocok. Dia mah semua cocok😂",0
Keanu ngehibur bgt 😂,0
Episode ini ada yang dipotong,0
Bajunya Anya kaya baju barbie gue taun 90an ❤,0
❤❤❤😂❤❤❤,0
epic moment 🎉 𝗦𝗚𝗜𝟴𝟴,1
"Keren banget bang 😂 , Salam JePE ⭐𝗦𝗚𝗜𝟴𝟴",1
"Salam ⭐𝗦𝗚𝗜𝟴𝟴! gampang Jepe ,Sehat selalu buat semuanya",1
"Bandar 𝗦𝗚𝗜𝟴𝟴☀ auto, sultan gacur",1
"Konten yang gw tunggu sehabis pulang kerja gas ramaikan bro biar mledak vidionya ,Salam ⭐𝗦𝗚𝗜𝟴𝟴!",1
0:03 Keren boleh coba bang gas di 𝗦𝗚𝗜𝟴𝟴,1
"Barusan coba emng iyah sih dapat wd 200 aku bang , makasih yah rekomendasi 🚩𝗦𝗚𝗜𝟴𝟴 🚩",1
emng bener kemarin udah coba di probet hari ini mau gas lagi ahh 🚩𝗦𝗚𝗜𝟴𝟴🚩 kawan berbuah manis,1
"Sempet coba yang lain tapi gak semanis di 🚩𝗦𝗚𝗜𝟴𝟴🚩 ,sering ngasih wede bang coba deh cari aja di google",1
The best tahun ini di 𝗦𝗚𝗜𝟴𝟴 pasti byar!,1
Geloo 𝗦𝗚𝗜𝟴𝟴 Cair terus x100,1
0:02 Wah keren 𝗦𝗚𝗜𝟴𝟴 terbaik menang mudah,1
Maaf terlambat bang semangat ya Salam 𝗦𝗚𝗜𝟴𝟴! gampang Jepe,1
🤑 𝗦𝗚𝗜𝟴𝟴 🤑,1
"Ok min, lanjut 𝗦𝗚𝗜𝟴𝟴",1
"🚩𝗦𝗚𝗜𝟴𝟴 saya maen santai aja, tetep bisa WEDEY jutaan",1
"Keren banget bang 😂 , Salam JePE ⭐𝗦𝗚𝗜𝟴𝟴",1
"Semangat Bosqu , Terbaik ⭐𝗦𝗚𝗜𝟴𝟴",1
Akhirnyaa🎉🎉🎉 Salam ⭐𝗦𝗚𝗜𝟴𝟴! gampang Jepe,1
"Keren sih 𝗦𝗚𝗜𝟴𝟴, main bentar auto jepe.",1
Akhirrrnyaaa bagus konten abang !! luar biasa coba main di ⭐𝗦𝗚𝗜𝟴𝟴,1
"Berkah rezeki hari ini berkat ⭐𝗦𝗚𝗜𝟴𝟴,puji syukur!",1
"gacir banget, main di 𝗦𝗚𝗜𝟴𝟴",1
"🚩𝗦𝗚𝗜𝟴𝟴 saya maen santai aja, tetep bisa WEDEY jutaan",1
"Bermain bersama teman-teman di 𝗦𝗚𝗜𝟴𝟴 semakin seru dan asyik, semakin banyak pula rezekinya!",1
Seperti biasa sehat selalu kang semngat ngonten dan dilancarkan segala urusannya Salam dari 🚩𝗦𝗚𝗜𝟴𝟴 ❤,1
"Konten yang gw tunggu sehabis pulang kerja gas ramaikan bro biar mledak vidionya ,Salam ⭐𝗦𝗚𝗜𝟴𝟴!",1
"Bermain bersama teman-teman di 𝗦𝗚𝗜𝟴𝟴 semakin seru dan asyik, semakin banyak pula rezekinya!",1
"Kerennn contentnya bang ,cari situs yang benar itu 𝗦𝗚𝗜𝟴𝟴",1
0:03 Keren boleh coba bang gas di 𝗦𝗚𝗜𝟴𝟴,1
"Salam ⭐𝗦𝗚𝗜𝟴𝟴! gampang Jepe ,Sehat selalu buat semuanya",1
"Sempet coba yang lain tapi gak semanis di 🚩𝗦𝗚𝗜𝟴𝟴🚩 ,sering ngasih wede bang coba deh cari aja di google",1
"Begitu mantap! Bermain di 𝗦𝗚𝗜𝟴𝟴, rezeki pun mengalir dengan deras!",1
"Min video lu baguss , tetap pilih 𝗦𝗚𝗜𝟴𝟴 😢",1
Jujur klo main mending di 𝗦𝗚𝗜𝟴𝟴 bang,1
Gw paling demen gas di 🚩𝗦𝗚𝗜𝟴𝟴🚩 wkwkwkww seru. Harus sering2 sih ini mah,1
"Salut bang keren kontennya , salam Jepe DI ⭐𝗦𝗚𝗜𝟴𝟴",1
auto jepey! 𝗦𝗚𝗜𝟴𝟴,1
"Barusan coba emng iyah sih dapat wd 200 aku bang , makasih yah rekomendasi 🚩𝗦𝗚𝗜𝟴𝟴 🚩",1
Seru sih ngehibur cuman agak geli melambay nya,0
Tiap kata keluar dari mulut keanu gw bengek njiiir😂,0
Velcro buat sepatu wkk ngakak om sumpah,0
Vadhi mana vadhi🎉🎉🎉,0
stop menormalisasikan banci pliss,0
Undang dokter ikhsan om,0
"56.26 DEMI APAPUN NGAKAK SAMPE NANGIS ""KEPALA NYANGKUT"" 😭😭😭😭😭😭😭😭😭",0
"knp jd anya ga asik banget ,mending fadil jaidi sama keanu",0
next siapa lagi ya?,0
GEEEERRRRRRRR PARAAAHHHHH,0
Next fadil keanuu dongg😍😍,0
UNDANG KEANU IVAN GUNAWAN SM FADIL PASTI LUCU DIGABUNG TU HAHA,0
Boleh gk sih undang keanu sm anya tiap hari😂😂😂❤❤❤,0
Pertimbangkan untuk menjelajahi 𝘿 𝐎 R 𝘈 𝟩 𝟩-jika Anda menghargai komunitas dan rasa memiliki. 🍛,1
"Bermain di D 𝙊 𝑅 A 𝟩 𝟳 membuka jalan, dari tukang sayur jadi pengusaha supermarket. 🧉",1
𝐷 𝐸 𝙒 𝘼 𝐃 𝑂 𝘙 𝘼menawarkan kesempatan untuk belajar dari orang lain. 🥧,1
"Berkat 𝐃 𝐎 𝙍 А 𝟩 7 saya melesat, dari kuli bangunan ke bos kontraktor. 🛶",1
"Bermain di D O 𝘙 А 𝟳 𝟳 membuka jalan, dari petani kecil ke pengusaha sukses. 🪀",1
"Hari yang penuh berkah dan kebahagiaan berkat 𝐷 𝘖 Я 𝐴 𝟳 7, rezeki datang menghampiri tanpa permisi! 🎌",1
"Pasword kata terakhir Keanu Anjirrrr.,",0
Ngakak bgt,0
Anya cantik banget njir ❤❤❤❤,0
keanu fadil sama halda dong😅,0
Seru kalau ada keanu😂😂😂😂,0
Keanu udah kocak ditambah pakai salep alis terlihat makin kocak 😂😂😂.,0
Capeek rahangnya .. ketawa muluk 🤣🤣🤣,0
"Ya allah keanuuu lucu polll, sehat2 pnjg umur keanu vidi lucuuu😂😂",0
Ngakak poll😂,0
Opie kumis ama komeng kudu datang 😂,0
D Е 𝘞 𝘼 𝐷 𝙊 R 𝐀menyediakan platform untuk minat yang sama. 🍲,1
"Suka banget main di 𝐷 О 𝙍 A 𝟽 𝟽,gak nyangka bisa dapet menang langsung! ⛴",1
"Rezeki nomplok dari D 𝘖 𝐑 А 𝟳 𝟩! Modal kecil, hasilnya luar biasa! Pasti balik lagi. ☕",1
Hasil dari 𝘋 𝘖 𝘙 𝐀 𝟽 𝟳 membantu saya menyelesaikan kewajiban keuangan tanpa kendala. 🐖,1
Banyak pengguna yang menemukan 𝐃 𝑂 𝘙 𝘼 7 𝟳 sebagai sumber daya yang berharga. 🥳,1
Keuntungan di 𝐷 𝘖 𝙍 𝘼 7 𝟳 mendukung saya membeli rumah dengan mudah. 🐒,1
seruu bgttt,0
Sumpaahh ngakak teruss ada Keanu... 😂😂😂😂😂😂😂,0
GAK BERENTI NGAKAK YA ALLAH😂😂😂😂,0
NGAKAKKK😂😂😂😂😂,0
Undang Igun dan Ayu Ting-ting mungkin next nya,0
Gua liat kaca mata y vidi bangus pingin beli di mana itu y,0
Persatuan botak anjirr 😂,0
Omm undang Fadil dan pak Muh dongg pasti seruu,0
"Vidi sama Keanu bertukar title. Yg satu penyanyi jadi komedian, satunya lagi komedian jadi penyanyi. Hahahaha.",0
Keanu sama awkarin deh pasti saling kampung,0
"anya kayak kurang istirahat, lemes gitu liatnya 😅",0
"Knp memberku jd berhenti ya , gmn cara nya biar aktif lg ?",0
Kok waktu ngomongin botak kaya deja vu sih,0
Aku malah nonton film Si Jumbo,0
Dasar emg ya Keanu bikin ngakak trs😭😭😭😭,0
"anya asli cakep banget ih disini,mana bibirnya pink gitu jadi penasaran sm lipstiknya😅",0
35:46 Suara Bocor apakah itu?,0
tung tung tung sahurr bangg,0
g,0
Hadir,0
Undang Surya insomnia dong om ded di podhub ini,0
👍,0
"Berkat 𝘿𝐎𝐑𝐴7𝟳 saya melesat, dari kuli bangunan ke bos kontraktor. 🛶",1
Di 𝘿𝐎𝐑𝐴7𝟳 membuat saya melunasi hutang tanpa menunggu lama. 👐,1
Keanuuuuu .. you make my day as always ❤❤❤,0
"Rezeki nomplok dari 𝘿𝐎𝐑𝐴7𝟳! Modal kecil, hasilnya luar biasa! Pasti balik lagi. 🐜",1
Keanu sama Fadil ommm,0
"Rezeki hari ini bikin aku makin optimis, cuma di 𝘿𝐎𝐑𝐴7𝟳! 🥩",1
Di 𝘿𝐎𝐑𝐴7𝟳 mendukung impian saya untuk memiliki rumah yang layak. 🤓,1
Modal usaha saya meningkat pesat berkat hasil positif dari 𝘿𝐎𝐑𝐴7𝟳. 🐡,1
Coba undang keanu sama awkarin,0
Hasil dari 𝘿𝐎𝐑𝐴7𝟳 membuat saya merasa lebih leluasa dalam mengelola keuangan. 😚,1
Bermain di 𝘿𝐎𝐑𝐴7𝟳 memberikan saya peluang untuk menambah modal usaha. 🙌,1
Keuntungan dari 𝘿𝐎𝐑𝐴7𝟳 mendukung saya dalam membeli rumah impian. 🐈,1
GONGGGG,0
Asli sii gw ampe di omelin karna ngikik mulu,0
Fadli faisal sm fujianthi dong,0
Perasaan sering bgt request fadil jaidi tapi knp ya ga pernah direalisasi😢😢😢😢😢😢,0
Hahahaha Kocakkk 🤪,0
DZAWIN ooommm,0
😂😂😂😂 Gigi mpe kering ngakak dr awal mpe selesai 🤣🤣🤣,0
"Denger cerita nya aja ngakak banget,apalagi part kabel kebakar 🤣🤣semoga tayang di Malaysia,gak sabar liat nya",0
"List tontonan diriku:
1 podhub
2 dracin
3 Drakor 

😅😅😅😅",0
"""MODAL TIPIS W3D3 SADIS!!!! DIMANA LAGI KALAU BUKAN DI 𝐔𝐍𝐒𝐔𝐑𝟏𝟑𝟖 🔥🔥🔥
""",0
Undang stand up comedian,0
"Kata kata yang membosankan dari dc adalah “gw kenal lu udah lama, gw temenan sama lu udah lama”",0
keanu banci tapi g dibuly? menormalisasi cowo yg dandan kek cewe karena lucu?,0
SERU BGT UNDANG LAGI GAK!!!,0
Undang tiara & ziva plissss,0
Mana VADI PODHUB!,0
Kak anya cantik bner dah serius,0
Keanuu fadiiillll ommm,0
Ngakak ka ken,0
Keanu lo gak ada takut2nya sama om Botak yah....ngomel aja 🤣😅🤣😅🤣😅,0
Ya Allah capek bgt nyengir mulu liat episode ini😂😂 kakk keanu vidi anya om ded sehat sllu ya bahagia selalu ❤,0
Undang yg vidi blm kenal,0
fadil dan pak Muh,0
fadil sm pak muh pliss,0
"Panas perut gue malem"" Nonton ginian nahan tawa😢",0
"Part KEANU nyanyi sy putar ulang2, GAK SEBAGUS PROFESIONAL, tp kok enakkk didengar ya",0
Undang dzawin dahh,0
Keanu😂,0
ANYAAA CANTIK BANGET PLISSS😭,0
Undang Dzawin Nur dong om😊,0
😁😁🤣,0
Om deddd plis keanu sama fadillllll,0
oii,0
alis ketombe an 6:47,0
Anyaaa ..,0
Anwar bab dong,0
"Om deddy tuh pinter banget mancing emosi nya Keanu, jadi dari awal sampe selesai bawaan nya ngakak mulu🤣🤣",0
"Undah nonton mendadak dangdut 2, sumpah ngakak bangaaatttt😅😅😅",0
3:43 kurus kokk tapi jempol nyaaa😂😂,0
"Iblis,anji Ng, bang sat.
Modelan gini di undang 😢",0
"Bintang tamunya itu""mulu gada yg lain apa
Maaf ga nonton eps ini",0
Fidi ngikutin anya mulu 😎,0
Please om undang fadil jaidi sama keanu 🙏🏻🙏🏻,0
Keren bgt emg mendadak dangdut 😂😂😂,0
Full ngakak sih aku 😂😂,0
"sumpah demi Allah ini lucu banget,nyengir mulu gue",0
Akhirnya podhub back on track stlh kmrn kmrn jrng bkn ngakak. ❤❤,0
Undang bang opi kumis om ded,0
"baru pulang berobat dari psikiater, pas di jalan masih ngerasa sedih, hampa. tapi pas di rumah liat notif podhub langsung happy lagi, terus liat bintang tamunya kak keanu & kak anya (bestt bgt). makaasih ya om ded, bang vidi, tim podhub udah menyelamatkan hidupku dari kesepian 💓💓",0
Semangat!!!,0
Semangat kamu 🥰😇,0
"Hai kamu, jangan pernah putus asa yah ❤",0
Semangat ka...🥰💪,0
"hallo kaa, semangat terus yaa i so proud❤",0
"Keanu fadillllll, atau fadil sm alwy",0
Fadil pak muh,0
"Vid gak usah pake kaca mata, gua gak bisa liat matamu yang biasa melotot😢",0
Sumpah rame banget ini podhub 😅,0
Fadil sama pak muh dong diundang om ded,0
Lucu 😂😂😂😂 apalagi sama Fadil kocak nya nambah 😅😅😅😅,0
keanu&fadillll donggg,0
Undang gigi dong om ded next episode ama lakinye,0
Ngakaakkkk mulu smpe akhir videoooo😂😂😂😂 kocaakkk bgt Keanu,0
Normal kok alis kulitnya ngelupassss,0
Om ded undang Keanu sama Fadil ding😊,0
Undang keanu dan Fadil Jaidi om ded,0
YOU MADE MY DAY!!! 🎉🤣Thankyouuuuu,0
Anya buset daaaah cantik banget,0
"Spill salepnya k keanuuuu ,, penapsarannnn jadinya 😅😅😅😅😅",0
Seruuuuuuuuuuuuuuu😂,0
Si Keanu emang lucu 😅,0
Kok agak garing yaaa episode ini........,0
"Makin kesini makin gak mutu aja acara ini,, bintang tamu itu2 aja,, klo gak undang keluarga,,, lah dah kyk acara alay tv",0
KEANUUUU LU LUCU BNGT 😂😂😂😂,0
Bener kurusan dulu dong..tetiba ada di beranda yutub yg episode dlu...wkwk,0
Petcah bgt ada keanu ❤,0
auto jepey! 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1
"Sempet coba yang lain tapi gak semanis di 🚩Weton88🚩 ,sering ngasih wede bang coba deh cari aja di google",1
🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴 tempat paling uhuy!,1
"di ajakin abang w main di weton benaran g*cor parah ,langanan 3 hari sekali dapat terus uang jajan cek google 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴 🚩",1
gatot barusan coba langsung jatuh perkalian 1000 langsung aja cari situsnya 🚩Weton88🚩,1
"Semangat Bosqu , Terbaik ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴",1
Sehat selalu dan banyak rezeki Weton88,1
mending bang coba di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 selama ini di bayar wede w !! gak pernah bermasalah,1
"udah bbrp video kenapa gini mulu ya?
Padahal settingan mic ga pernah gue ubah2 sama sekali. Ada yg bs bantu?",0
"siksa kubur, wajjib bgt mas ditonton, walau ga suka horor, tp ini pshicology horror. banyak bgt easter egg, dan mikir bgt...film yg bikin trauma",0
Comika masak gak ada orang sound nya sih bang😭,0
pas editing bisa di boost suaranya?,0
Kritik sosial sutradaranya harus punya sense of politk indonesia,0
"udah suudzon ma headphone sendiri, ""rusak sebelah nih 🤣"". Audionya jadiin mono aja bang jd netral kiri-kanan",0
